gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,total_score,average_score,target
0,0,3,0,3,93,77,97,62,72,79,97,580,82.85714285714286,14
1,0,1,0,2,89,91,95,91,76,86,92,623,89.01892719570714,3
0,0,3,0,1,99,80,94,75,87,82,98,617,88.23639001229563,3
0,0,7,0,33,99,61,75,68,66,90,99,558,79.71428571428571,5
0,0,1,0,25,95,68,85,95,65,91,75,577,82.45593366821682,15
1,0,4,0,32,80,78,86,80,64,68,100,556,79.42857142857143,4
0,0,3,1,8,67,76,70,73,81,85,80,532,76.0,2
0,0,4,0,29,99,65,97,89,87,72,86,595,85.0,1
0,0,3,0,22,77,71,76,66,58,85,96,532,76.07263401381772,11
1,0,3,0,3,76,79,94,61,63,73,94,544,77.77960800089772,16
0,0,3,0,3,90,89,91,65,75,67,64,544,77.72052316840296,14
1,0,1,0,30,96,68,87,96,91,68,65,571,81.57142857142857,1
1,0,5,0,33,86,62,81,63,75,92,95,554,79.14285714285714,5
1,1,0,0,15,100,95,72,77,66,68,76,554,79.14285714285714,5
1,0,0,0,42,91,87,93,85,98,85,95,634,90.57142857142857,1
0,0,4,0,28,76,86,64,73,73,90,98,562,80.42043297885772,10
0,0,4,0,12,91,65,91,65,91,83,80,570,81.45453965918225,9
0,0,3,0,13,93,98,71,80,81,86,73,585,83.58427084498499,2
0,0,3,0,3,92,63,99,96,91,87,67,597,85.30527642461861,14
0,0,7,0,25,89,63,88,73,78,84,74,549,78.42857142857143,5
0,0,4,0,22,85,85,67,91,74,90,80,576,82.33130841036521,11
1,0,1,1,14,63,80,99,78,60,84,86,550,78.57142857142857,6
1,0,3,0,27,90,91,88,95,98,99,71,632,90.28571428571429,5
0,0,3,0,2,86,93,91,64,69,71,64,538,76.85714285714286,14
0,0,4,0,15,75,63,76,66,43,80,89,495,70.76293463415973,11
1,0,2,0,2,96,94,85,91,92,73,65,600,85.75106055132699,14
0,0,4,0,19,83,60,95,68,33,62,73,474,67.71428571428571,11
0,0,4,0,27,98,99,99,80,74,76,97,625,89.3203914735778,13
0,0,0,0,30,91,84,72,76,99,85,67,576,82.40587220431857,4
0,0,3,0,2,82,77,95,81,83,73,76,567,81.0,14
1,0,0,0,10,81,92,76,81,73,92,63,558,79.71428571428571,9
0,0,4,0,34,76,85,70,75,65,98,70,541,77.42545146047833,0
1,0,1,0,13,90,72,78,61,78,88,74,541,77.28571428571429,12
1,0,5,1,3,83,84,78,94,75,95,82,592,84.688325197077,3
1,0,1,0,15,91,95,74,92,78,96,86,616,88.03960779290881,6
0,0,2,0,9,82,84,90,82,93,81,75,589,84.25165015222672,2
1,0,6,1,10,78,84,71,93,78,78,87,569,81.28571428571429,2
1,0,3,1,1,89,96,88,87,94,73,76,606,86.60011315699823,3
1,0,2,1,14,60,65,69,60,69,91,81,497,71.14198788875693,6
1,0,4,0,12,96,63,86,84,86,77,86,580,82.97360082045299,12
0,0,1,0,25,76,67,89,70,83,69,91,548,78.37365724095795,12
0,0,1,0,3,95,80,82,65,89,66,86,566,80.91732618302932,14
0,0,3,0,22,77,93,97,77,62,97,97,603,86.26825908472044,10
1,0,2,0,14,89,73,95,84,96,97,77,614,87.7227383775304,10
0,0,5,1,31,94,85,68,82,80,88,66,565,80.78294213249808,11
0,0,1,0,18,83,96,72,81,86,93,75,586,83.71428571428571,10
0,0,1,0,33,100,96,75,68,77,97,81,594,84.85714285714286,0
1,0,1,0,30,77,78,87,89,96,98,89,617,88.15043239030335,8
0,0,2,0,29,66,89,73,67,70,95,74,538,76.9350397399454,10
0,0,2,0,23,87,84,83,96,88,92,89,621,88.74937903393788,1
1,0,3,0,3,95,94,88,96,87,71,67,601,85.9273818145515,14
1,0,2,0,35,97,85,86,99,96,90,88,641,91.57142857142857,10
0,0,8,0,11,82,87,94,78,94,95,73,607,86.78692546286547,13
0,0,4,0,29,93,87,96,93,79,92,89,632,90.40905630683194,0
0,0,4,0,25,88,64,64,90,69,88,79,546,78.05588035361521,15
1,0,3,0,21,64,83,89,86,92,94,72,583,83.3934743307283,10
0,0,0,0,24,94,95,86,89,81,89,88,625,89.37885160850037,13
0,0,3,0,27,73,81,93,97,63,80,87,574,82.0,0
0,0,2,0,27,87,85,85,80,90,87,63,580,82.9822110964707,0
1,1,10,0,2,81,100,64,61,91,76,93,566,80.85714285714286,7
0,0,1,0,16,63,82,94,85,87,92,78,585,83.58707496170351,10
0,0,1,0,13,70,80,84,66,94,96,67,559,79.94091736334231,2
0,0,3,1,28,86,69,91,73,69,82,77,549,78.56986093825452,11
1,0,7,0,2,46,65,97,100,56,73,95,532,76.0,7
0,0,3,0,28,78,84,80,89,83,77,74,567,81.02898451756369,11
0,0,6,0,16,87,89,89,77,65,65,96,570,81.49573458394397,13
1,1,6,0,0,80,83,93,81,95,87,61,580,82.85714285714286,7
0,0,2,0,24,93,77,67,77,69,95,98,579,82.75186695777244,4
0,0,4,0,26,95,82,71,91,94,93,89,619,88.5067154928006,9
1,0,7,0,15,88,67,71,85,68,88,67,534,76.28571428571429,11
1,0,7,0,12,82,84,69,66,65,74,68,508,72.57142857142857,4
0,0,4,0,34,82,94,95,99,89,64,91,617,88.1506664967078,8
0,0,4,1,23,96,89,86,84,64,60,66,545,77.85714285714286,13
1,0,3,0,30,89,89,88,88,95,90,95,637,91.03694470751064,12
0,0,4,0,3,63,79,94,94,62,66,70,531,75.86040590766686,16
0,0,1,0,11,70,72,70,67,96,85,88,551,78.71428571428571,12
0,0,1,0,4,96,75,90,76,88,60,84,573,81.9690136623734,14
1,0,2,0,17,80,94,94,88,93,95,91,636,90.92997049014818,6
0,0,2,0,4,92,81,98,97,76,79,71,597,85.40670390838041,14
0,0,1,0,3,83,67,78,60,69,80,96,537,76.83268697372391,3
1,0,4,0,31,92,81,95,92,88,98,90,639,91.3785625453217,8
0,0,5,0,16,81,74,73,77,69,88,71,537,76.71654607980444,11
1,0,1,0,3,100,92,95,90,67,81,66,591,84.42857142857143,15
1,0,5,0,34,77,66,94,77,49,83,64,510,72.85714285714286,11
1,1,10,1,4,81,85,50,53,55,91,78,493,70.42857142857143,7
0,0,2,0,5,51,65,97,83,92,81,90,563,80.48744699598707,16
0,0,2,0,31,89,99,89,71,74,94,78,594,84.85714285714286,9
0,0,1,0,3,65,72,80,67,67,80,64,499,71.32494522861582,3
0,0,2,0,30,90,87,98,93,89,66,77,602,86.12256429890243,8
0,0,6,0,18,91,61,95,82,77,87,95,588,84.0,4
0,0,0,0,12,84,79,93,95,62,82,81,579,82.74895615637223,9
0,0,1,0,31,66,87,70,69,76,97,65,533,76.16760123756883,10
1,0,1,0,32,85,93,91,100,95,92,88,647,92.44190978423514,10
0,0,4,0,29,71,93,90,89,69,94,79,585,83.57142857142857,0
0,0,1,0,33,88,70,74,69,72,92,91,559,79.99858340138829,15
1,0,1,0,13,88,96,67,78,72,66,68,537,76.75987582750955,2
1,0,4,1,3,82,84,76,93,75,95,83,591,84.48636957480674,3
1,0,1,1,28,100,92,66,96,76,88,77,595,85.0,0
1,0,5,0,32,87,91,86,96,65,77,83,585,83.57142857142857,5
0,0,1,0,13,95,90,95,70,69,98,70,591,84.42857142857143,10
0,0,1,0,35,85,87,89,88,87,95,99,632,90.40314864143848,8
0,0,1,0,31,77,80,86,87,97,97,86,613,87.59807317051157,8
1,1,9,0,4,85,57,77,81,65,75,85,525,75.0,7
1,0,4,0,9,82,80,71,84,83,73,88,565,80.73692871150317,2
1,1,7,0,34,75,82,89,65,85,89,81,566,80.85714285714286,0
0,0,4,0,21,89,69,61,76,70,89,71,527,75.36806795715009,15
0,0,3,0,24,87,67,96,88,61,80,92,574,82.06891773632178,15
1,1,1,0,12,74,86,70,94,71,70,63,528,75.42857142857143,2
1,0,5,0,27,94,71,66,79,73,84,97,567,81.06926944889769,9
1,0,0,0,33,77,99,73,83,71,82,80,565,80.71428571428571,11
0,0,3,0,8,74,67,96,71,81,92,72,556,79.4755964980621,12
0,0,3,0,3,86,77,87,85,70,73,75,556,79.55266737493841,14
1,0,3,1,11,86,66,84,86,74,91,66,553,79.0,4
1,0,4,0,28,90,89,69,89,83,82,86,591,84.43930077287368,0
0,0,5,0,9,91,94,82,100,68,66,69,570,81.42857142857143,15
1,0,1,0,34,60,93,99,81,96,92,80,601,85.85714285714286,4
1,0,3,1,16,100,70,69,61,100,65,81,546,78.0,15
0,0,3,0,25,77,80,88,83,83,92,82,587,83.939229576079,0
1,1,1,0,35,89,94,92,98,92,92,99,656,93.71428571428571,9
1,0,0,1,8,78,81,71,91,79,79,75,554,79.14285714285714,4
0,0,3,0,8,77,93,90,72,78,85,71,568,81.27342885092878,16
1,0,0,0,6,83,73,83,66,93,68,89,555,79.28571428571429,2
1,1,4,0,16,95,82,66,63,67,92,69,534,76.28571428571429,9
1,0,5,0,35,91,99,94,94,95,98,89,660,94.28571428571429,5
0,0,9,0,3,88,72,96,77,76,96,85,593,84.81667327966672,14
0,0,1,0,6,81,86,78,89,79,85,86,587,83.95054044863501,16
0,0,3,0,15,60,79,71,92,66,81,76,527,75.35062262213498,4
0,0,8,0,31,91,75,94,96,87,78,68,591,84.54714113370142,8
1,0,4,0,4,83,93,77,96,77,60,85,574,82.00554781920421,3
1,0,4,0,9,91,63,76,92,76,76,90,567,81.0247884135553,6
0,0,1,0,26,98,88,76,70,92,81,88,596,85.25882462041832,0
1,1,5,1,31,93,99,79,78,64,87,76,576,82.28571428571429,9
0,0,3,0,15,97,73,64,95,71,68,78,546,78.0,11
1,0,3,0,23,78,70,80,95,74,98,65,563,80.4624980608616,10
0,0,2,0,38,95,89,86,92,92,94,86,638,91.14444072496833,1
0,0,1,0,28,69,63,87,72,82,74,93,544,77.79574331892366,12
0,0,8,1,32,96,95,61,72,71,83,96,574,82.0,0
0,0,3,0,32,79,78,77,80,68,69,93,546,78.04225732157518,4
0,0,6,1,25,70,83,63,86,97,88,79,566,80.85714285714286,0
0,0,5,0,2,91,66,89,81,95,91,64,580,82.91595185253676,14
1,0,1,1,20,86,64,100,76,99,77,86,588,84.0,5
1,0,1,0,30,84,93,96,98,94,93,88,649,92.78701224973848,10
0,0,4,0,33,90,81,83,85,83,66,74,565,80.74929371042084,8
1,1,6,1,33,94,90,79,69,100,72,98,602,86.0,5
1,0,1,0,16,88,72,65,61,80,84,95,548,78.39263867825227,6
0,0,6,0,23,69,90,80,63,65,93,95,556,79.56306808230103,10
0,0,4,0,31,81,92,97,73,90,90,60,583,83.28571428571429,0
0,0,0,0,31,89,61,95,91,98,65,89,590,84.32410358777007,8
0,0,1,0,23,81,93,87,77,93,87,81,601,85.86344517449888,15
1,0,4,1,12,88,86,79,93,68,92,99,605,86.42857142857143,9
0,1,3,1,3,80,95,96,96,94,84,93,638,91.14285714285714,7
1,0,1,0,1,97,95,89,79,82,86,97,628,89.80620280600338,3
1,0,3,0,13,66,99,76,85,72,94,85,581,83.13289110886359,6
0,0,2,0,29,80,75,81,79,63,88,95,564,80.60116992551232,15
0,0,2,0,8,65,88,91,72,85,86,76,567,81.00025495463932,2
1,0,0,0,3,90,75,86,61,80,74,92,560,80.02177807240433,14
0,0,5,0,6,75,74,87,92,85,90,78,584,83.49986209798546,2
1,0,3,0,16,80,94,98,95,95,95,85,644,92.06829786116995,6
0,0,2,0,27,86,84,98,67,76,75,65,551,78.71428571428571,5
1,0,3,0,24,66,78,81,91,87,91,75,572,81.73945411143569,10
1,1,1,1,26,79,100,79,60,100,84,93,595,85.0,9
1,0,4,0,17,85,64,68,60,83,75,68,503,71.98839945776511,9
1,0,7,0,1,88,96,74,90,82,70,83,583,83.28571428571429,7
1,0,3,0,30,90,86,97,89,90,70,76,601,85.96593009024535,8
0,0,2,0,30,90,63,93,91,82,89,72,583,83.29864352406106,8
0,0,2,0,8,64,64,73,76,72,97,91,537,76.71428571428571,16
1,0,2,0,5,70,89,85,91,76,87,69,569,81.40260201623194,4
0,0,4,0,12,68,87,79,91,78,77,84,566,80.98034172464712,2
1,0,6,0,26,90,81,88,93,92,74,87,608,86.95110185233598,1
1,0,1,0,3,90,62,75,60,81,90,95,556,79.46787654909247,12
1,0,1,0,27,88,82,90,94,99,78,65,596,85.14285714285714,9
0,0,6,0,6,89,64,78,85,68,84,99,567,81.0,16
0,0,5,0,30,68,83,72,81,75,92,91,565,80.8081104511201,10
0,0,2,1,2,90,74,86,96,88,73,65,575,82.1951792603363,16
0,0,4,0,3,86,91,89,71,80,96,71,588,84.06845439051328,2
1,0,2,0,9,97,64,66,86,77,84,90,568,81.21515306705366,6
0,0,4,0,1,85,68,93,75,95,93,63,576,82.28765275595764,14
0,0,1,0,27,83,68,98,76,70,88,89,575,82.20397820615412,13
1,0,4,0,30,93,69,87,89,91,97,73,602,86.08534746499377,12
1,0,2,0,10,96,83,64,84,98,79,99,603,86.14285714285714,15
0,0,0,0,32,85,97,88,61,80,80,84,575,82.14285714285714,5
0,0,2,0,32,76,65,95,86,85,62,68,540,77.15504516350582,8
0,0,4,0,30,85,90,95,67,90,80,73,582,83.26815891748318,13
0,0,1,1,5,94,84,94,74,96,81,82,608,86.89238532872952,16
1,0,6,1,14,97,92,64,93,60,63,90,559,79.85714285714286,5
1,0,2,0,21,75,67,64,80,79,77,80,522,74.57142857142857,9
1,0,1,0,29,82,68,91,94,89,60,83,569,81.39398275500982,1
1,0,3,1,24,80,66,77,81,99,99,83,585,83.57142857142857,4
0,0,1,0,46,86,93,91,93,92,88,86,631,90.19890228799453,1
0,0,0,0,31,90,72,62,84,74,75,100,557,79.57142857142857,5
0,0,5,0,31,96,79,92,94,85,75,74,598,85.5223325376321,8
1,0,7,0,11,60,80,61,63,95,92,75,526,75.14285714285714,2
1,0,1,0,4,98,72,90,83,89,98,96,629,89.98208682512808,14
0,0,1,0,29,67,69,75,93,98,79,74,556,79.54528550005224,12
0,0,1,0,3,86,62,87,95,84,90,73,580,82.93481237407454,12
0,0,1,0,3,84,63,90,86,84,90,73,573,81.97527354012104,12
1,0,3,0,21,68,77,83,92,92,90,71,575,82.18729122981053,10
0,0,5,0,23,93,96,80,64,91,68,71,563,80.42857142857143,5
0,0,1,0,1,85,71,92,64,74,66,68,524,74.87588732413988,14
0,1,9,1,22,94,80,72,90,60,78,94,568,81.14285714285714,5
1,0,1,0,4,97,73,90,85,87,98,96,629,89.93163426779338,14
1,0,3,0,22,75,72,80,94,79,95,67,566,80.92732136415336,10
0,0,1,0,27,85,78,61,70,91,92,65,546,78.12215787541554,9
0,1,1,0,29,91,96,63,81,97,74,66,568,81.14285714285714,15
0,0,8,0,12,81,72,86,83,96,94,88,603,86.25771641336003,10
1,0,2,0,3,99,69,71,84,96,84,69,572,81.71428571428571,2
0,0,1,0,21,98,99,72,100,94,77,84,624,89.14285714285714,15
0,1,2,1,3,71,85,77,89,98,63,100,583,83.28571428571429,3
0,0,4,0,29,91,93,62,63,100,85,85,579,82.71428571428571,5
1,0,0,0,4,97,62,96,69,68,71,70,535,76.53667451979466,14
0,0,3,0,42,88,97,93,95,95,89,91,653,93.29571188074132,1
0,0,5,0,6,74,75,88,92,85,90,78,585,83.59937202565919,2
1,0,0,0,32,88,93,91,92,53,65,88,570,81.42857142857143,11
1,0,2,0,22,73,71,84,91,74,94,65,554,79.22816640195593,10
0,0,1,0,17,62,72,94,68,61,60,67,487,69.57838070195976,4
0,1,2,0,34,95,90,65,84,86,88,94,602,86.0,5
0,0,2,0,6,66,61,97,63,82,81,62,515,73.61894029401401,4
0,1,8,0,2,92,54,50,88,90,91,95,560,80.0,7
0,0,2,0,25,89,98,89,76,74,93,68,588,84.13578932137948,9
1,0,4,0,28,83,92,95,72,72,80,65,562,80.36239816777845,0
1,1,5,0,2,62,65,98,52,66,94,82,519,74.14285714285714,7
0,0,4,0,3,89,88,94,73,80,96,68,591,84.52371387617218,2
0,0,2,0,14,89,69,64,82,69,91,73,538,76.98671457319955,2
0,1,7,0,2,64,92,70,81,85,55,76,523,74.71428571428571,7
0,0,3,0,16,88,65,87,96,87,71,69,566,80.92982001491188,13
0,0,0,0,27,77,99,94,81,80,87,98,616,88.0,0
0,0,1,0,33,87,89,88,88,93,87,70,604,86.3255511682243,8
1,0,3,0,1,74,73,94,62,62,81,97,546,78.14203857759239,16
0,0,2,0,15,77,76,90,81,78,86,78,571,81.58652169185257,12
1,0,3,1,1,100,80,88,81,93,93,84,619,88.42857142857143,16
0,0,1,0,33,98,81,97,88,97,91,90,646,92.28571428571429,1
1,0,2,1,30,85,77,89,77,84,71,71,554,79.14285714285714,15
0,0,2,1,5,82,85,91,60,64,62,90,537,76.8256977124292,16
0,0,3,0,41,89,89,100,96,96,85,92,647,92.42857142857143,1
0,0,4,0,26,84,72,86,70,71,82,77,545,77.91734117901022,13
1,0,2,0,15,78,71,69,65,89,90,95,561,80.24413992112677,6
0,0,7,0,10,78,69,87,93,83,94,75,579,82.71428571428571,2
0,0,1,0,35,93,99,95,92,95,87,88,651,93.1413001459421,1
0,0,1,0,1,89,88,96,87,76,71,61,571,81.67310842977746,14
1,0,2,0,2,92,99,86,67,85,95,86,614,87.76458295060681,3
0,0,0,1,13,96,71,88,74,80,92,65,566,80.85714285714286,4
0,0,1,0,34,85,97,94,96,97,84,93,650,92.9235892643119,1
0,0,6,1,0,92,82,95,79,88,84,88,610,87.24073968342215,3
1,0,6,0,31,88,78,88,88,98,85,77,605,86.55787705904844,8
0,0,1,0,28,72,93,68,62,83,98,67,543,77.57142857142857,0
1,0,3,0,12,92,74,73,67,98,91,98,596,85.19564904734095,6
0,0,5,0,48,99,96,92,94,96,89,92,661,94.49829789799975,1
0,0,2,0,20,80,88,93,94,99,98,98,654,93.47897767671459,13
1,0,8,0,1,62,64,84,67,78,51,62,468,66.85714285714286,7
0,0,2,0,34,93,70,74,78,94,75,96,580,82.85714285714286,4
0,0,2,0,4,61,89,83,71,95,63,63,528,75.43603866396377,4
0,0,5,1,21,75,62,82,75,46,83,77,503,71.90738435330348,11
0,0,0,0,32,77,98,73,83,70,82,80,565,80.74898642960399,11
0,0,3,0,5,83,83,88,85,77,64,72,557,79.6181426641988,14
0,0,3,0,29,84,97,67,68,94,94,83,591,84.42857142857143,10
0,0,5,0,5,88,67,74,84,72,86,93,567,81.11741191170906,16
0,0,5,0,25,74,92,74,71,80,98,98,590,84.41507957703487,10
0,0,3,0,15,89,76,84,93,64,86,95,587,83.85714285714286,9
1,0,6,0,29,93,72,96,88,88,63,69,572,81.72637473837786,1
1,0,1,0,27,70,63,88,71,81,72,92,540,77.20666977032636,12
0,0,5,1,22,86,68,67,80,70,91,74,539,77.10664318345148,15
1,0,2,1,34,97,89,76,61,91,91,70,575,82.14285714285714,0
0,1,0,0,31,86,69,73,85,66,90,97,570,81.436796279217,15
0,0,0,0,7,76,67,82,70,65,68,81,511,73.09617655109142,16
0,0,3,0,16,89,75,70,98,62,90,81,568,81.20033117273115,4
1,0,8,0,2,66,83,79,81,57,60,91,520,74.36218505955719,7
1,0,4,0,13,94,91,93,99,66,96,72,614,87.8157497924409,9
0,0,2,1,35,91,94,97,97,100,88,99,666,95.14285714285714,4
0,0,8,0,29,96,76,74,90,91,78,97,606,86.65040370306913,15
0,0,1,0,7,73,91,65,77,62,89,78,537,76.84024275172361,2
1,0,2,0,6,90,84,66,97,71,86,77,575,82.20617046929476,2
0,0,1,0,5,62,84,73,72,66,62,91,512,73.27273004450049,16
0,0,7,0,32,87,62,84,96,69,98,64,560,80.0,13
0,0,3,0,1,64,70,80,88,70,64,79,517,73.93323926687663,3
0,0,2,0,4,88,72,90,83,76,66,81,559,79.95650455475591,14
0,0,2,1,8,66,92,92,75,81,88,73,570,81.56850776293656,16
0,0,1,0,32,81,63,86,92,89,86,86,588,84.13087982159547,8
0,0,4,0,18,90,74,61,63,48,65,65,469,67.01793848633574,11
0,0,2,0,2,95,96,85,69,87,92,84,611,87.36769655465918,3
0,0,4,0,3,75,77,99,87,94,93,84,612,87.5681040091806,12
0,0,4,0,6,66,97,82,70,93,68,98,574,82.0,4
0,0,3,0,34,99,93,98,74,87,88,78,617,88.14285714285714,13
0,0,5,0,4,89,66,80,77,60,88,74,534,76.28571428571429,7
1,0,2,0,1,81,96,69,69,97,94,60,569,81.36513711771295,3
0,0,4,0,34,100,97,74,74,82,75,69,571,81.57142857142857,5
1,0,2,0,4,92,82,98,97,76,80,72,600,85.73238624232694,14
0,0,6,0,2,82,69,98,87,86,80,68,574,82.11342652403933,14
1,0,4,0,17,93,68,65,73,75,87,65,528,75.48824209028679,11
0,0,5,0,26,90,93,94,84,92,68,65,590,84.32911937440107,1
1,0,3,0,15,66,84,84,89,79,85,83,573,81.99820785223994,6
0,0,1,0,15,84,91,94,66,78,71,93,577,82.42857142857143,2
1,0,6,0,34,87,75,90,82,99,66,92,591,84.42857142857143,11
0,0,4,0,21,92,96,92,63,73,60,81,557,79.57142857142857,5
0,0,0,1,4,59,85,76,79,68,60,82,512,73.15003360329771,16
1,0,8,0,2,97,64,100,92,90,61,83,590,84.33729718087855,7
1,0,2,0,2,98,73,85,78,61,74,96,565,80.71428571428571,16
0,0,3,0,3,86,96,77,82,97,81,69,591,84.5557470269308,3
1,0,7,0,17,94,64,100,71,84,92,99,604,86.28571428571429,9
0,0,2,0,3,64,70,98,82,100,72,78,564,80.57142857142857,16
1,0,1,0,14,67,79,75,86,71,87,85,552,78.98699541040212,6
0,0,3,0,32,82,98,100,100,100,64,87,631,90.14285714285714,1
0,0,4,0,32,77,96,96,90,83,67,90,601,85.9769259179742,8
1,0,1,0,25,99,98,80,83,89,68,61,578,82.57142857142857,5
0,0,2,0,8,75,93,91,73,78,85,71,569,81.3738492961667,16
0,0,2,0,14,92,76,65,96,66,68,76,541,77.334463791542,11
0,0,2,0,4,86,76,91,83,75,69,78,561,80.28245252454546,14
0,1,5,0,15,92,92,74,96,95,77,76,602,86.0,5
0,0,2,0,12,87,71,69,82,67,89,73,541,77.3521335656725,2
0,0,2,0,46,95,89,92,87,93,91,97,647,92.48168506926302,1
0,0,4,0,14,72,75,94,80,70,90,76,560,80.01039471519489,2
0,0,1,0,31,83,62,93,93,93,90,77,593,84.85036081571477,8
0,0,2,0,21,91,100,98,96,66,87,65,603,86.14285714285714,11
1,0,3,0,21,91,90,92,78,67,86,71,575,82.14285714285714,5
0,0,2,0,13,90,94,61,64,82,85,80,559,79.93035000192779,12
1,0,3,0,31,92,81,88,89,88,94,81,616,88.0724410120076,1
0,0,3,0,22,82,75,96,67,81,76,75,555,79.29170805880912,11
1,0,6,0,9,70,99,60,79,71,79,75,533,76.14285714285714,6
1,1,5,0,0,89,65,65,91,76,91,92,569,81.28571428571429,7
0,0,2,0,31,83,81,86,76,84,69,75,556,79.51291242969603,15
1,0,9,1,0,78,71,73,51,80,84,65,502,71.71428571428571,7
0,0,1,0,25,63,76,88,81,80,95,85,571,81.62906168743542,10
0,0,3,1,2,90,74,88,97,88,73,66,576,82.28571428571429,16
0,0,0,0,27,89,93,86,95,69,63,76,574,82.01360051744126,13
0,0,4,0,12,99,66,99,61,92,72,71,562,80.3393926131605,15
1,0,1,0,17,95,88,85,66,70,72,97,573,81.85714285714286,6
0,0,6,0,35,90,86,99,94,100,89,85,643,91.85714285714286,13
0,0,6,0,3,89,91,81,73,67,88,75,567,81.06897227905934,3
1,0,2,0,26,86,88,71,65,86,69,84,549,78.42857142857143,4
0,0,1,1,4,84,67,79,60,69,80,98,537,76.71428571428571,3
1,1,7,1,0,51,56,64,85,91,78,97,522,74.57142857142857,7
1,0,3,1,26,84,83,80,91,88,61,61,548,78.28571428571429,11
0,1,3,0,28,99,66,97,89,98,98,97,646,92.397905807302,1
0,0,1,0,3,62,67,96,67,82,65,73,512,73.14285714285714,2
0,0,4,0,15,89,62,87,77,81,76,84,558,79.8143127629276,15
0,1,2,1,34,95,95,82,63,84,70,85,574,82.0,5
0,0,0,0,26,90,73,88,85,98,75,74,585,83.6125100892971,1
0,0,2,0,4,54,64,97,87,95,73,79,552,78.97895931407534,16
1,0,1,0,20,84,79,93,96,62,95,88,601,85.94810995728567,10
0,0,3,0,4,75,69,97,98,60,60,85,544,77.71428571428571,3
1,0,6,0,4,79,74,68,82,65,73,89,530,75.71428571428571,16
0,0,1,0,6,67,93,66,78,63,89,75,534,76.40965635349076,2
0,0,5,1,18,94,97,69,81,100,68,68,577,82.42857142857143,4
1,0,2,0,18,79,81,68,70,60,65,71,494,70.57142857142857,11
0,0,2,0,27,82,72,92,92,87,78,66,571,81.69733958984935,1
0,0,3,1,3,80,92,85,81,94,75,72,579,82.71428571428571,14
0,0,1,0,27,89,71,74,90,64,79,85,555,79.33391314476764,9
0,0,3,0,1,98,92,62,83,79,88,65,569,81.38356161521183,3
1,0,4,0,27,88,96,79,70,95,90,99,617,88.14285714285714,0
1,1,9,1,5,68,72,92,51,96,88,81,548,78.28571428571429,7
0,0,5,0,16,91,69,97,76,97,81,86,597,85.28571428571429,12
0,0,3,0,27,90,96,89,82,85,82,92,620,88.61357873830842,9
0,0,2,0,2,65,64,52,56,63,82,83,465,66.42857142857143,7
1,0,1,0,0,93,96,70,92,65,90,84,590,84.28571428571429,16
0,0,2,0,6,84,85,94,95,74,61,98,594,84.98042887632722,15
1,0,3,0,27,84,80,75,63,71,86,63,522,74.57142857142857,4
1,0,4,0,3,75,65,66,79,91,82,72,530,75.71428571428571,4
1,0,1,0,27,80,70,85,83,39,92,80,533,76.1623215146168,11
0,0,1,0,1,85,91,94,81,82,70,64,569,81.37492105633508,14
0,0,1,0,7,96,91,78,89,89,96,85,628,89.79550011408762,2
0,0,0,0,7,66,92,64,66,69,64,68,493,70.43647726218431,16
0,0,0,0,3,90,67,95,68,67,68,71,530,75.78796551001965,14
1,1,1,1,1,63,75,68,63,63,73,79,484,69.14285714285714,3
1,0,2,0,1,96,85,88,83,94,85,63,597,85.37904321194173,14
0,0,10,0,5,75,52,84,70,81,99,85,546,78.0,7
0,0,6,0,33,90,74,82,68,88,97,88,590,84.36041066321272,10
0,0,2,0,15,81,64,61,81,86,90,76,543,77.62037342801723,9
0,0,1,0,19,91,89,66,69,100,88,79,582,83.14285714285714,15
1,0,1,0,11,96,73,96,86,60,94,90,598,85.52856221871231,10
0,0,3,0,10,92,68,61,78,79,65,76,522,74.65358234010684,2
0,0,1,0,2,88,78,84,95,92,98,96,634,90.6402769675254,12
0,0,1,0,31,66,89,69,70,74,96,64,531,75.91703862195871,10
0,0,3,0,18,83,64,83,97,84,75,67,557,79.63970383671565,13
0,0,2,0,21,99,81,83,99,90,62,87,605,86.45618820044514,1
0,0,6,0,5,65,68,74,50,98,60,83,498,71.14285714285714,7
1,0,0,0,4,86,82,90,69,66,93,94,580,82.85714285714286,15
1,0,7,1,1,83,88,90,100,71,98,96,626,89.42857142857143,14
1,0,1,0,15,70,84,76,85,67,87,80,552,78.91423849781853,6
0,0,2,0,30,91,63,93,91,80,89,72,581,83.02599802432896,8
0,0,2,0,24,94,72,96,93,93,79,64,591,84.42857142857143,13
0,0,3,0,13,87,94,62,65,81,88,81,560,80.13645461349127,12
0,0,3,0,27,87,97,88,84,86,84,90,619,88.5351496961519,9
0,1,2,0,22,89,83,89,91,94,93,69,608,86.85714285714286,5
0,0,1,1,3,80,79,94,74,83,83,61,554,79.14285714285714,14
0,0,3,0,4,87,89,93,98,79,72,88,606,86.57142857142857,16
1,0,1,0,1,86,68,86,95,67,80,75,559,79.9865907895574,14
0,0,7,0,31,94,95,61,72,69,84,95,574,82.02308981629923,0
1,0,3,0,10,93,68,61,78,80,65,77,522,74.57142857142857,2
0,0,2,0,13,92,97,73,79,84,86,73,586,83.73752822304054,2
1,0,2,0,6,53,67,96,80,92,80,88,560,80.07547288779924,16
